date,City,Year,Population,Month
2010-11-01,Oklahoma City,2010,589628.3333333334,11
2010-12-01,Oklahoma City,2010,590335.1666666666,12
2000-01-01,Olympia,2000,43099.0,1
2000-02-01,Olympia,2000,43135.416666666664,2
2000-03-01,Olympia,2000,43171.833333333336,3
2000-04-01,Olympia,2000,43208.25,4
2000-05-01,Olympia,2000,43244.666666666664,5
2000-06-01,Olympia,2000,43281.083333333336,6
2000-07-01,Olympia,2000,43317.5,7
2000-08-01,Olympia,2000,43353.916666666664,8
2000-09-01,Olympia,2000,43390.333333333336,9
2000-10-01,Olympia,2000,43426.75,10
2000-11-01,Olympia,2000,43463.166666666664,11
2000-12-01,Olympia,2000,43499.583333333336,12
2001-01-01,Olympia,2001,43536.0,1
2001-02-01,Olympia,2001,43564.333333333336,2
2001-03-01,Olympia,2001,43592.666666666664,3
2001-04-01,Olympia,2001,43621.0,4
2001-05-01,Olympia,2001,43649.333333333336,5
2001-06-01,Olympia,2001,43677.666666666664,6
2001-07-01,Olympia,2001,43706.0,7
2001-08-01,Olympia,2001,43734.333333333336,8
2001-09-01,Olympia,2001,43762.666666666664,9
2001-10-01,Olympia,2001,43791.0,10
2001-11-01,Olympia,2001,43819.333333333336,11
2001-12-01,Olympia,2001,43847.666666666664,12
2002-01-01,Olympia,2002,43876.0,1
2002-02-01,Olympia,2002,43900.25,2
2002-03-01,Olympia,2002,43924.5,3
2002-04-01,Olympia,2002,43948.75,4
2002-05-01,Olympia,2002,43973.0,5
2002-06-01,Olympia,2002,43997.25,6
2002-07-01,Olympia,2002,44021.5,7
2002-08-01,Olympia,2002,44045.75,8
2002-09-01,Olympia,2002,44070.0,9
2002-10-01,Olympia,2002,44094.25,10
2002-11-01,Olympia,2002,44118.5,11
2002-12-01,Olympia,2002,44142.75,12
2003-01-01,Olympia,2003,44167.0,1
2003-02-01,Olympia,2003,44173.0,2
2003-03-01,Olympia,2003,44179.0,3
2003-04-01,Olympia,2003,44185.0,4
2003-05-01,Olympia,2003,44191.0,5
2003-06-01,Olympia,2003,44197.0,6
2003-07-01,Olympia,2003,44203.0,7
2003-08-01,Olympia,2003,44209.0,8
2003-09-01,Olympia,2003,44215.0,9
2003-10-01,Olympia,2003,44221.0,10
2003-11-01,Olympia,2003,44227.0,11
2003-12-01,Olympia,2003,44233.0,12
2004-01-01,Olympia,2004,44239.0,1
2004-02-01,Olympia,2004,44250.083333333336,2
2004-03-01,Olympia,2004,44261.166666666664,3
2004-04-01,Olympia,2004,44272.25,4
2004-05-01,Olympia,2004,44283.333333333336,5
2004-06-01,Olympia,2004,44294.416666666664,6
2004-07-01,Olympia,2004,44305.5,7
2004-08-01,Olympia,2004,44316.583333333336,8
2004-09-01,Olympia,2004,44327.666666666664,9
2004-10-01,Olympia,2004,44338.75,10
2004-11-01,Olympia,2004,44349.833333333336,11
2004-12-01,Olympia,2004,44360.916666666664,12
2005-01-01,Olympia,2005,44372.0,1
2005-02-01,Olympia,2005,44416.5,2
2005-03-01,Olympia,2005,44461.0,3
2005-04-01,Olympia,2005,44505.5,4
2005-05-01,Olympia,2005,44550.0,5
2005-06-01,Olympia,2005,44594.5,6
2005-07-01,Olympia,2005,44639.0,7
2005-08-01,Olympia,2005,44683.5,8
2005-09-01,Olympia,2005,44728.0,9
2005-10-01,Olympia,2005,44772.5,10
2005-11-01,Olympia,2005,44817.0,11
2005-12-01,Olympia,2005,44861.5,12
2006-01-01,Olympia,2006,44906.0,1
2006-02-01,Olympia,2006,44928.333333333336,2
2006-03-01,Olympia,2006,44950.666666666664,3
2006-04-01,Olympia,2006,44973.0,4
2006-05-01,Olympia,2006,44995.333333333336,5
2006-06-01,Olympia,2006,45017.666666666664,6
2006-07-01,Olympia,2006,45040.0,7
2006-08-01,Olympia,2006,45062.333333333336,8
2006-09-01,Olympia,2006,45084.666666666664,9
2006-10-01,Olympia,2006,45107.0,10
2006-11-01,Olympia,2006,45129.333333333336,11
2006-12-01,Olympia,2006,45151.666666666664,12
2007-01-01,Olympia,2007,45174.0,1
2007-02-01,Olympia,2007,45211.75,2
2007-03-01,Olympia,2007,45249.5,3
2007-04-01,Olympia,2007,45287.25,4
2007-05-01,Olympia,2007,45325.0,5
2007-06-01,Olympia,2007,45362.75,6
2007-07-01,Olympia,2007,45400.5,7
2007-08-01,Olympia,2007,45438.25,8
2007-09-01,Olympia,2007,45476.0,9
2007-10-01,Olympia,2007,45513.75,10
2007-11-01,Olympia,2007,45551.5,11
2007-12-01,Olympia,2007,45589.25,12
2008-01-01,Olympia,2008,45627.0,1
2008-02-01,Olympia,2008,45677.5,2
2008-03-01,Olympia,2008,45728.0,3
2008-04-01,Olympia,2008,45778.5,4
2008-05-01,Olympia,2008,45829.0,5
2008-06-01,Olympia,2008,45879.5,6
2008-07-01,Olympia,2008,45930.0,7
2008-08-01,Olympia,2008,45980.5,8
2008-09-01,Olympia,2008,46031.0,9
2008-10-01,Olympia,2008,46081.5,10
2008-11-01,Olympia,2008,46132.0,11
2008-12-01,Olympia,2008,46182.5,12
2009-01-01,Olympia,2009,46233.0,1
2009-02-01,Olympia,2009,46303.833333333336,2
2009-03-01,Olympia,2009,46374.666666666664,3
2009-04-01,Olympia,2009,46445.5,4
2009-05-01,Olympia,2009,46516.333333333336,5
2009-06-01,Olympia,2009,46587.166666666664,6
2009-07-01,Olympia,2009,46658.0,7
2009-08-01,Olympia,2009,46728.833333333336,8
2009-09-01,Olympia,2009,46799.666666666664,9
2009-10-01,Olympia,2009,46870.5,10
2009-11-01,Olympia,2009,46941.333333333336,11
2009-12-01,Olympia,2009,47012.166666666664,12
2010-01-01,Olympia,2010,47083.0,1
2010-02-01,Olympia,2010,47136.0,2
2010-03-01,Olympia,2010,47189.0,3
2010-04-01,Olympia,2010,47242.0,4
2010-05-01,Olympia,2010,47295.0,5
2010-06-01,Olympia,2010,47348.0,6
2010-07-01,Olympia,2010,47401.0,7
2010-08-01,Olympia,2010,47454.0,8
2010-09-01,Olympia,2010,47507.0,9
2010-10-01,Olympia,2010,47560.0,10
2010-11-01,Olympia,2010,47613.0,11
2010-12-01,Olympia,2010,47666.0,12
2000-01-01,Phoenix,2000,1327196.0,1
2000-02-01,Phoenix,2000,1329053.3333333333,2
2000-03-01,Phoenix,2000,1330910.6666666667,3
2000-04-01,Phoenix,2000,1332768.0,4
2000-05-01,Phoenix,2000,1334625.3333333333,5
2000-06-01,Phoenix,2000,1336482.6666666667,6
2000-07-01,Phoenix,2000,1338340.0,7
2000-08-01,Phoenix,2000,1340197.3333333333,8
2000-09-01,Phoenix,2000,1342054.6666666667,9
2000-10-01,Phoenix,2000,1343912.0,10
2000-11-01,Phoenix,2000,1345769.3333333333,11
2000-12-01,Phoenix,2000,1347626.6666666667,12
2001-01-01,Phoenix,2001,1349484.0,1
2001-02-01,Phoenix,2001,1351530.3333333333,2
2001-03-01,Phoenix,2001,1353576.6666666667,3
2001-04-01,Phoenix,2001,1355623.0,4
2001-05-01,Phoenix,2001,1357669.3333333333,5
2001-06-01,Phoenix,2001,1359715.6666666667,6
2001-07-01,Phoenix,2001,1361762.0,7
2001-08-01,Phoenix,2001,1363808.3333333333,8
2001-09-01,Phoenix,2001,1365854.6666666667,9
2001-10-01,Phoenix,2001,1367901.0,10
2001-11-01,Phoenix,2001,1369947.3333333333,11
2001-12-01,Phoenix,2001,1371993.6666666667,12
2002-01-01,Phoenix,2002,1374040.0,1
2002-02-01,Phoenix,2002,1375945.75,2
2002-03-01,Phoenix,2002,1377851.5,3
2002-04-01,Phoenix,2002,1379757.25,4
2002-05-01,Phoenix,2002,1381663.0,5
2002-06-01,Phoenix,2002,1383568.75,6
2002-07-01,Phoenix,2002,1385474.5,7
2002-08-01,Phoenix,2002,1387380.25,8
2002-09-01,Phoenix,2002,1389286.0,9
2002-10-01,Phoenix,2002,1391191.75,10
2002-11-01,Phoenix,2002,1393097.5,11
2002-12-01,Phoenix,2002,1395003.25,12
2003-01-01,Phoenix,2003,1396909.0,1
2003-02-01,Phoenix,2003,1399631.1666666667,2
2003-03-01,Phoenix,2003,1402353.3333333333,3
2003-04-01,Phoenix,2003,1405075.5,4
2003-05-01,Phoenix,2003,1407797.6666666667,5
2003-06-01,Phoenix,2003,1410519.8333333333,6
2003-07-01,Phoenix,2003,1413242.0,7
2003-08-01,Phoenix,2003,1415964.1666666667,8
2003-09-01,Phoenix,2003,1418686.3333333333,9
2003-10-01,Phoenix,2003,1421408.5,10
2003-11-01,Phoenix,2003,1424130.6666666667,11
2003-12-01,Phoenix,2003,1426852.8333333333,12
2004-01-01,Phoenix,2004,1429575.0,1
2004-02-01,Phoenix,2004,1433560.4166666667,2
2004-03-01,Phoenix,2004,1437545.8333333333,3
2004-04-01,Phoenix,2004,1441531.25,4
2004-05-01,Phoenix,2004,1445516.6666666667,5
2004-06-01,Phoenix,2004,1449502.0833333333,6
2004-07-01,Phoenix,2004,1453487.5,7
2004-08-01,Phoenix,2004,1457472.9166666667,8
2004-09-01,Phoenix,2004,1461458.3333333333,9
2004-10-01,Phoenix,2004,1465443.75,10
2004-11-01,Phoenix,2004,1469429.1666666667,11
2004-12-01,Phoenix,2004,1473414.5833333333,12
2005-01-01,Phoenix,2005,1477400.0,1
2005-02-01,Phoenix,2005,1480841.75,2
2005-03-01,Phoenix,2005,1484283.5,3
2005-04-01,Phoenix,2005,1487725.25,4
2005-05-01,Phoenix,2005,1491167.0,5
2005-06-01,Phoenix,2005,1494608.75,6
2005-07-01,Phoenix,2005,1498050.5,7
2005-08-01,Phoenix,2005,1501492.25,8
2005-09-01,Phoenix,2005,1504934.0,9
2005-10-01,Phoenix,2005,1508375.75,10
2005-11-01,Phoenix,2005,1511817.5,11
2005-12-01,Phoenix,2005,1515259.25,12
2006-01-01,Phoenix,2006,1518701.0,1
2006-02-01,Phoenix,2006,1521021.25,2
2006-03-01,Phoenix,2006,1523341.5,3
2006-04-01,Phoenix,2006,1525661.75,4
2006-05-01,Phoenix,2006,1527982.0,5
2006-06-01,Phoenix,2006,1530302.25,6
2006-07-01,Phoenix,2006,1532622.5,7
2006-08-01,Phoenix,2006,1534942.75,8
2006-09-01,Phoenix,2006,1537263.0,9
2006-10-01,Phoenix,2006,1539583.25,10
2006-11-01,Phoenix,2006,1541903.5,11
2006-12-01,Phoenix,2006,1544223.75,12
2007-01-01,Phoenix,2007,1546544.0,1
2007-02-01,Phoenix,2007,1549230.8333333333,2
2007-03-01,Phoenix,2007,1551917.6666666667,3
2007-04-01,Phoenix,2007,1554604.5,4
2007-05-01,Phoenix,2007,1557291.3333333333,5
2007-06-01,Phoenix,2007,1559978.1666666667,6
2007-07-01,Phoenix,2007,1562665.0,7
2007-08-01,Phoenix,2007,1565351.8333333333,8
2007-09-01,Phoenix,2007,1568038.6666666667,9
2007-10-01,Phoenix,2007,1570725.5,10
2007-11-01,Phoenix,2007,1573412.3333333333,11
2007-12-01,Phoenix,2007,1576099.1666666667,12
2008-01-01,Phoenix,2008,1578786.0,1
2008-02-01,Phoenix,2008,1580597.0,2
2008-03-01,Phoenix,2008,1582408.0,3
2008-04-01,Phoenix,2008,1584219.0,4
2008-05-01,Phoenix,2008,1586030.0,5
2008-06-01,Phoenix,2008,1587841.0,6
2008-07-01,Phoenix,2008,1589652.0,7
2008-08-01,Phoenix,2008,1591463.0,8
2008-09-01,Phoenix,2008,1593274.0,9
2008-10-01,Phoenix,2008,1595085.0,10
2008-11-01,Phoenix,2008,1596896.0,11
2008-12-01,Phoenix,2008,1598707.0,12
2009-01-01,Phoenix,2009,1600518.0,1
2009-02-01,Phoenix,2009,1587891.3333333333,2
2009-03-01,Phoenix,2009,1575264.6666666667,3
2009-04-01,Phoenix,2009,1562638.0,4
2009-05-01,Phoenix,2009,1550011.3333333333,5
2009-06-01,Phoenix,2009,1537384.6666666667,6
2009-07-01,Phoenix,2009,1524758.0,7
2009-08-01,Phoenix,2009,1512131.3333333333,8
2009-09-01,Phoenix,2009,1499504.6666666667,9
2009-10-01,Phoenix,2009,1486878.0,10
2009-11-01,Phoenix,2009,1474251.3333333333,11
2009-12-01,Phoenix,2009,1461624.6666666667,12
2010-01-01,Phoenix,2010,1448998.0,1
2010-02-01,Phoenix,2010,1450729.0,2
2010-03-01,Phoenix,2010,1452460.0,3
2010-04-01,Phoenix,2010,1454191.0,4
2010-05-01,Phoenix,2010,1455922.0,5
2010-06-01,Phoenix,2010,1457653.0,6
2010-07-01,Phoenix,2010,1459384.0,7
2010-08-01,Phoenix,2010,1461115.0,8
2010-09-01,Phoenix,2010,1462846.0,9
2010-10-01,Phoenix,2010,1464577.0,10
2010-11-01,Phoenix,2010,1466308.0,11
2010-12-01,Phoenix,2010,1468039.0,12
2000-01-01,Pierre,2000,13913.0,1
2000-02-01,Pierre,2000,13902.25,2
2000-03-01,Pierre,2000,13891.5,3
2000-04-01,Pierre,2000,13880.75,4
2000-05-01,Pierre,2000,13870.0,5
2000-06-01,Pierre,2000,13859.25,6
2000-07-01,Pierre,2000,13848.5,7
2000-08-01,Pierre,2000,13837.75,8
2000-09-01,Pierre,2000,13827.0,9
2000-10-01,Pierre,2000,13816.25,10
2000-11-01,Pierre,2000,13805.5,11
2000-12-01,Pierre,2000,13794.75,12
2001-01-01,Pierre,2001,13784.0,1
2001-02-01,Pierre,2001,13791.083333333334,2
2001-03-01,Pierre,2001,13798.166666666666,3
2001-04-01,Pierre,2001,13805.25,4
2001-05-01,Pierre,2001,13812.333333333334,5
2001-06-01,Pierre,2001,13819.416666666666,6
2001-07-01,Pierre,2001,13826.5,7
2001-08-01,Pierre,2001,13833.583333333334,8
2001-09-01,Pierre,2001,13840.666666666666,9
2001-10-01,Pierre,2001,13847.75,10
2001-11-01,Pierre,2001,13854.833333333334,11
2001-12-01,Pierre,2001,13861.916666666666,12
2002-01-01,Pierre,2002,13869.0,1
2002-02-01,Pierre,2002,13871.416666666666,2
2002-03-01,Pierre,2002,13873.833333333334,3
2002-04-01,Pierre,2002,13876.25,4
2002-05-01,Pierre,2002,13878.666666666666,5
2002-06-01,Pierre,2002,13881.083333333334,6
2002-07-01,Pierre,2002,13883.5,7
2002-08-01,Pierre,2002,13885.916666666666,8
2002-09-01,Pierre,2002,13888.333333333334,9
2002-10-01,Pierre,2002,13890.75,10
2002-11-01,Pierre,2002,13893.166666666666,11
2002-12-01,Pierre,2002,13895.583333333334,12
2003-01-01,Pierre,2003,13898.0,1
2003-02-01,Pierre,2003,13899.5,2
2003-03-01,Pierre,2003,13901.0,3
2003-04-01,Pierre,2003,13902.5,4
2003-05-01,Pierre,2003,13904.0,5
2003-06-01,Pierre,2003,13905.5,6
2003-07-01,Pierre,2003,13907.0,7
2003-08-01,Pierre,2003,13908.5,8
2003-09-01,Pierre,2003,13910.0,9
2003-10-01,Pierre,2003,13911.5,10
2003-11-01,Pierre,2003,13913.0,11
2003-12-01,Pierre,2003,13914.5,12
2004-01-01,Pierre,2004,13916.0,1
2004-02-01,Pierre,2004,13923.0,2
2004-03-01,Pierre,2004,13930.0,3
2004-04-01,Pierre,2004,13937.0,4
2004-05-01,Pierre,2004,13944.0,5
2004-06-01,Pierre,2004,13951.0,6
2004-07-01,Pierre,2004,13958.0,7
2004-08-01,Pierre,2004,13965.0,8
2004-09-01,Pierre,2004,13972.0,9
2004-10-01,Pierre,2004,13979.0,10
2004-11-01,Pierre,2004,13986.0,11
2004-12-01,Pierre,2004,13993.0,12
2005-01-01,Pierre,2005,14000.0,1
2005-02-01,Pierre,2005,14001.416666666666,2
2005-03-01,Pierre,2005,14002.833333333334,3
2005-04-01,Pierre,2005,14004.25,4
2005-05-01,Pierre,2005,14005.666666666666,5
2005-06-01,Pierre,2005,14007.083333333334,6
2005-07-01,Pierre,2005,14008.5,7
2005-08-01,Pierre,2005,14009.916666666666,8
2005-09-01,Pierre,2005,14011.333333333334,9
2005-10-01,Pierre,2005,14012.75,10
2005-11-01,Pierre,2005,14014.166666666666,11
2005-12-01,Pierre,2005,14015.583333333334,12
2006-01-01,Pierre,2006,14017.0,1
2006-02-01,Pierre,2006,14020.166666666666,2
2006-03-01,Pierre,2006,14023.333333333334,3
2006-04-01,Pierre,2006,14026.5,4
2006-05-01,Pierre,2006,14029.666666666666,5
2006-06-01,Pierre,2006,14032.833333333334,6
2006-07-01,Pierre,2006,14036.0,7
2006-08-01,Pierre,2006,14039.166666666666,8
2006-09-01,Pierre,2006,14042.333333333334,9
2006-10-01,Pierre,2006,14045.5,10
2006-11-01,Pierre,2006,14048.666666666666,11
2006-12-01,Pierre,2006,14051.833333333334,12
2007-01-01,Pierre,2007,14055.0,1
2007-02-01,Pierre,2007,14047.75,2
2007-03-01,Pierre,2007,14040.5,3
2007-04-01,Pierre,2007,14033.25,4
2007-05-01,Pierre,2007,14026.0,5
2007-06-01,Pierre,2007,14018.75,6
2007-07-01,Pierre,2007,14011.5,7
2007-08-01,Pierre,2007,14004.25,8
2007-09-01,Pierre,2007,13997.0,9
2007-10-01,Pierre,2007,13989.75,10
2007-11-01,Pierre,2007,13982.5,11
2007-12-01,Pierre,2007,13975.25,12
2008-01-01,Pierre,2008,13968.0,1
2008-02-01,Pierre,2008,13980.083333333334,2
2008-03-01,Pierre,2008,13992.166666666666,3
2008-04-01,Pierre,2008,14004.25,4
2008-05-01,Pierre,2008,14016.333333333334,5
2008-06-01,Pierre,2008,14028.416666666666,6
2008-07-01,Pierre,2008,14040.5,7
2008-08-01,Pierre,2008,14052.583333333334,8
2008-09-01,Pierre,2008,14064.666666666666,9
2008-10-01,Pierre,2008,14076.75,10
2008-11-01,Pierre,2008,14088.833333333334,11
2008-12-01,Pierre,2008,14100.916666666666,12
2009-01-01,Pierre,2009,14113.0,1
2009-02-01,Pierre,2009,14077.5,2
2009-03-01,Pierre,2009,14042.0,3
2009-04-01,Pierre,2009,14006.5,4
2009-05-01,Pierre,2009,13971.0,5
2009-06-01,Pierre,2009,13935.5,6
2009-07-01,Pierre,2009,13900.0,7
2009-08-01,Pierre,2009,13864.5,8
2009-09-01,Pierre,2009,13829.0,9
2009-10-01,Pierre,2009,13793.5,10
2009-11-01,Pierre,2009,13758.0,11
2009-12-01,Pierre,2009,13722.5,12
2010-01-01,Pierre,2010,13687.0,1
2010-02-01,Pierre,2010,13701.833333333334,2
2010-03-01,Pierre,2010,13716.666666666666,3
2010-04-01,Pierre,2010,13731.5,4
2010-05-01,Pierre,2010,13746.333333333334,5
2010-06-01,Pierre,2010,13761.166666666666,6
2010-07-01,Pierre,2010,13776.0,7
2010-08-01,Pierre,2010,13790.833333333334,8
2010-09-01,Pierre,2010,13805.666666666666,9
2010-10-01,Pierre,2010,13820.5,10
2010-11-01,Pierre,2010,13835.333333333334,11
2010-12-01,Pierre,2010,13850.166666666666,12
2000-01-01,Providence,2000,173747.0,1
2000-02-01,Providence,2000,173830.5,2
2000-03-01,Providence,2000,173914.0,3
2000-04-01,Providence,2000,173997.5,4
2000-05-01,Providence,2000,174081.0,5
2000-06-01,Providence,2000,174164.5,6
2000-07-01,Providence,2000,174248.0,7
2000-08-01,Providence,2000,174331.5,8
2000-09-01,Providence,2000,174415.0,9
2000-10-01,Providence,2000,174498.5,10
2000-11-01,Providence,2000,174582.0,11
2000-12-01,Providence,2000,174665.5,12
2001-01-01,Providence,2001,174749.0,1
2001-02-01,Providence,2001,174852.58333333334,2
2001-03-01,Providence,2001,174956.16666666666,3
2001-04-01,Providence,2001,175059.75,4
2001-05-01,Providence,2001,175163.33333333334,5
2001-06-01,Providence,2001,175266.91666666666,6
2001-07-01,Providence,2001,175370.5,7
2001-08-01,Providence,2001,175474.08333333334,8
2001-09-01,Providence,2001,175577.66666666666,9
2001-10-01,Providence,2001,175681.25,10
2001-11-01,Providence,2001,175784.83333333334,11
2001-12-01,Providence,2001,175888.41666666666,12
2002-01-01,Providence,2002,175992.0,1
2002-02-01,Providence,2002,176043.41666666666,2
2002-03-01,Providence,2002,176094.83333333334,3
2002-04-01,Providence,2002,176146.25,4
2002-05-01,Providence,2002,176197.66666666666,5
2002-06-01,Providence,2002,176249.08333333334,6
2002-07-01,Providence,2002,176300.5,7
2002-08-01,Providence,2002,176351.91666666666,8
2002-09-01,Providence,2002,176403.33333333334,9
2002-10-01,Providence,2002,176454.75,10
2002-11-01,Providence,2002,176506.16666666666,11
2002-12-01,Providence,2002,176557.58333333334,12
2003-01-01,Providence,2003,176609.0,1
2003-02-01,Providence,2003,176739.0,2
2003-03-01,Providence,2003,176869.0,3
2003-04-01,Providence,2003,176999.0,4
2003-05-01,Providence,2003,177129.0,5
2003-06-01,Providence,2003,177259.0,6
2003-07-01,Providence,2003,177389.0,7
2003-08-01,Providence,2003,177519.0,8
2003-09-01,Providence,2003,177649.0,9
2003-10-01,Providence,2003,177779.0,10
2003-11-01,Providence,2003,177909.0,11
2003-12-01,Providence,2003,178039.0,12
2004-01-01,Providence,2004,178169.0,1
2004-02-01,Providence,2004,178068.25,2
2004-03-01,Providence,2004,177967.5,3
2004-04-01,Providence,2004,177866.75,4
2004-05-01,Providence,2004,177766.0,5
2004-06-01,Providence,2004,177665.25,6
2004-07-01,Providence,2004,177564.5,7
2004-08-01,Providence,2004,177463.75,8
2004-09-01,Providence,2004,177363.0,9
2004-10-01,Providence,2004,177262.25,10
2004-11-01,Providence,2004,177161.5,11
2004-12-01,Providence,2004,177060.75,12
2005-01-01,Providence,2005,176960.0,1
2005-02-01,Providence,2005,176865.83333333334,2
2005-03-01,Providence,2005,176771.66666666666,3
2005-04-01,Providence,2005,176677.5,4
2005-05-01,Providence,2005,176583.33333333334,5
2005-06-01,Providence,2005,176489.16666666666,6
2005-07-01,Providence,2005,176395.0,7
2005-08-01,Providence,2005,176300.83333333334,8
2005-09-01,Providence,2005,176206.66666666666,9
2005-10-01,Providence,2005,176112.5,10
2005-11-01,Providence,2005,176018.33333333334,11
2005-12-01,Providence,2005,175924.16666666666,12
2006-01-01,Providence,2006,175830.0,1
2006-02-01,Providence,2006,175760.66666666666,2
2006-03-01,Providence,2006,175691.33333333334,3
2006-04-01,Providence,2006,175622.0,4
2006-05-01,Providence,2006,175552.66666666666,5
2006-06-01,Providence,2006,175483.33333333334,6
2006-07-01,Providence,2006,175414.0,7
2006-08-01,Providence,2006,175344.66666666666,8
2006-09-01,Providence,2006,175275.33333333334,9
2006-10-01,Providence,2006,175206.0,10
2006-11-01,Providence,2006,175136.66666666666,11
2006-12-01,Providence,2006,175067.33333333334,12
2007-01-01,Providence,2007,174998.0,1
2007-02-01,Providence,2007,174934.91666666666,2
2007-03-01,Providence,2007,174871.83333333334,3
2007-04-01,Providence,2007,174808.75,4
2007-05-01,Providence,2007,174745.66666666666,5
2007-06-01,Providence,2007,174682.58333333334,6
2007-07-01,Providence,2007,174619.5,7
2007-08-01,Providence,2007,174556.41666666666,8
2007-09-01,Providence,2007,174493.33333333334,9
2007-10-01,Providence,2007,174430.25,10
2007-11-01,Providence,2007,174367.16666666666,11
2007-12-01,Providence,2007,174304.08333333334,12
2008-01-01,Providence,2008,174241.0,1
2008-02-01,Providence,2008,174224.0,2
2008-03-01,Providence,2008,174207.0,3
2008-04-01,Providence,2008,174190.0,4
2008-05-01,Providence,2008,174173.0,5
2008-06-01,Providence,2008,174156.0,6
2008-07-01,Providence,2008,174139.0,7
2008-08-01,Providence,2008,174122.0,8
2008-09-01,Providence,2008,174105.0,9
2008-10-01,Providence,2008,174088.0,10
2008-11-01,Providence,2008,174071.0,11
2008-12-01,Providence,2008,174054.0,12
2009-01-01,Providence,2009,174037.0,1
2009-02-01,Providence,2009,174366.91666666666,2
2009-03-01,Providence,2009,174696.83333333334,3
2009-04-01,Providence,2009,175026.75,4
2009-05-01,Providence,2009,175356.66666666666,5
2009-06-01,Providence,2009,175686.58333333334,6
2009-07-01,Providence,2009,176016.5,7
2009-08-01,Providence,2009,176346.41666666666,8
2009-09-01,Providence,2009,176676.33333333334,9
2009-10-01,Providence,2009,177006.25,10
2009-11-01,Providence,2009,177336.16666666666,11
2009-12-01,Providence,2009,177666.08333333334,12
2010-01-01,Providence,2010,177996.0,1
2010-02-01,Providence,2010,178022.75,2
2010-03-01,Providence,2010,178049.5,3
2010-04-01,Providence,2010,178076.25,4
2010-05-01,Providence,2010,178103.0,5
2010-06-01,Providence,2010,178129.75,6
2010-07-01,Providence,2010,178156.5,7
2010-08-01,Providence,2010,178183.25,8
2010-09-01,Providence,2010,178210.0,9
2010-10-01,Providence,2010,178236.75,10
2010-11-01,Providence,2010,178263.5,11
2010-12-01,Providence,2010,178290.25,12
2000-01-01,Raleigh,2000,290079.0,1
2000-02-01,Raleigh,2000,291093.6666666667,2
2000-03-01,Raleigh,2000,292108.3333333333,3
2000-04-01,Raleigh,2000,293123.0,4
2000-05-01,Raleigh,2000,294137.6666666667,5
2000-06-01,Raleigh,2000,295152.3333333333,6
2000-07-01,Raleigh,2000,296167.0,7
2000-08-01,Raleigh,2000,297181.6666666667,8
2000-09-01,Raleigh,2000,298196.3333333333,9
2000-10-01,Raleigh,2000,299211.0,10
2000-11-01,Raleigh,2000,300225.6666666667,11
2000-12-01,Raleigh,2000,301240.3333333333,12
2001-01-01,Raleigh,2001,302255.0,1
2001-02-01,Raleigh,2001,303181.0,2
2001-03-01,Raleigh,2001,304107.0,3
2001-04-01,Raleigh,2001,305033.0,4
2001-05-01,Raleigh,2001,305959.0,5
2001-06-01,Raleigh,2001,306885.0,6
2001-07-01,Raleigh,2001,307811.0,7
2001-08-01,Raleigh,2001,308737.0,8
2001-09-01,Raleigh,2001,309663.0,9
2001-10-01,Raleigh,2001,310589.0,10
2001-11-01,Raleigh,2001,311515.0,11
2001-12-01,Raleigh,2001,312441.0,12
2002-01-01,Raleigh,2002,313367.0,1
2002-02-01,Raleigh,2002,314089.9166666667,2
2002-03-01,Raleigh,2002,314812.8333333333,3
2002-04-01,Raleigh,2002,315535.75,4
2002-05-01,Raleigh,2002,316258.6666666667,5
2002-06-01,Raleigh,2002,316981.5833333333,6
2002-07-01,Raleigh,2002,317704.5,7
2002-08-01,Raleigh,2002,318427.4166666667,8
2002-09-01,Raleigh,2002,319150.3333333333,9
2002-10-01,Raleigh,2002,319873.25,10
2002-11-01,Raleigh,2002,320596.1666666667,11
2002-12-01,Raleigh,2002,321319.0833333333,12
2003-01-01,Raleigh,2003,322042.0,1
2003-02-01,Raleigh,2003,322920.3333333333,2
2003-03-01,Raleigh,2003,323798.6666666667,3
2003-04-01,Raleigh,2003,324677.0,4
2003-05-01,Raleigh,2003,325555.3333333333,5
2003-06-01,Raleigh,2003,326433.6666666667,6
2003-07-01,Raleigh,2003,327312.0,7
2003-08-01,Raleigh,2003,328190.3333333333,8
2003-09-01,Raleigh,2003,329068.6666666667,9
2003-10-01,Raleigh,2003,329947.0,10
2003-11-01,Raleigh,2003,330825.3333333333,11
2003-12-01,Raleigh,2003,331703.6666666667,12
2004-01-01,Raleigh,2004,332582.0,1
2004-02-01,Raleigh,2004,333826.4166666667,2
2004-03-01,Raleigh,2004,335070.8333333333,3
2004-04-01,Raleigh,2004,336315.25,4
2004-05-01,Raleigh,2004,337559.6666666667,5
2004-06-01,Raleigh,2004,338804.0833333333,6
2004-07-01,Raleigh,2004,340048.5,7
2004-08-01,Raleigh,2004,341292.9166666667,8
2004-09-01,Raleigh,2004,342537.3333333333,9
2004-10-01,Raleigh,2004,343781.75,10
2004-11-01,Raleigh,2004,345026.1666666667,11
2004-12-01,Raleigh,2004,346270.5833333333,12
2005-01-01,Raleigh,2005,347515.0,1
2005-02-01,Raleigh,2005,348803.0,2
2005-03-01,Raleigh,2005,350091.0,3
2005-04-01,Raleigh,2005,351379.0,4
2005-05-01,Raleigh,2005,352667.0,5
2005-06-01,Raleigh,2005,353955.0,6
