date,City,Year,Population,Month,State,Area(km^2),Population Density
2005-02-01,Sacramento,2005,450465.8333333333,2,CA,254.0,1773.4875328083988
2005-03-01,Sacramento,2005,450550.6666666667,3,CA,254.0,1773.8215223097113
2005-04-01,Sacramento,2005,450635.5,4,CA,254.0,1774.1555118110236
2005-05-01,Sacramento,2005,450720.3333333333,5,CA,254.0,1774.489501312336
2005-06-01,Sacramento,2005,450805.1666666667,6,CA,254.0,1774.8234908136483
2005-07-01,Sacramento,2005,450890.0,7,CA,254.0,1775.1574803149606
2005-08-01,Sacramento,2005,450974.8333333333,8,CA,254.0,1775.491469816273
2005-09-01,Sacramento,2005,451059.6666666667,9,CA,254.0,1775.8254593175855
2005-10-01,Sacramento,2005,451144.5,10,CA,254.0,1776.1594488188975
2005-11-01,Sacramento,2005,451229.3333333333,11,CA,254.0,1776.4934383202099
2005-12-01,Sacramento,2005,451314.1666666667,12,CA,254.0,1776.8274278215224
2006-01-01,Sacramento,2006,451399.0,1,CA,254.0,1777.1614173228347
2006-02-01,Sacramento,2006,451905.5,2,CA,254.0,1779.1555118110236
2006-03-01,Sacramento,2006,452412.0,3,CA,254.0,1781.1496062992126
2006-04-01,Sacramento,2006,452918.5,4,CA,254.0,1783.1437007874015
2006-05-01,Sacramento,2006,453425.0,5,CA,254.0,1785.1377952755906
2006-06-01,Sacramento,2006,453931.5,6,CA,254.0,1787.1318897637796
2006-07-01,Sacramento,2006,454438.0,7,CA,254.0,1789.1259842519685
2006-08-01,Sacramento,2006,454944.5,8,CA,254.0,1791.1200787401574
2006-09-01,Sacramento,2006,455451.0,9,CA,254.0,1793.1141732283465
2006-10-01,Sacramento,2006,455957.5,10,CA,254.0,1795.1082677165355
2006-11-01,Sacramento,2006,456464.0,11,CA,254.0,1797.1023622047244
2006-12-01,Sacramento,2006,456970.5,12,CA,254.0,1799.0964566929133
2007-01-01,Sacramento,2007,457477.0,1,CA,254.0,1801.0905511811025
2007-02-01,Sacramento,2007,457913.25,2,CA,254.0,1802.8080708661416
2007-03-01,Sacramento,2007,458349.5,3,CA,254.0,1804.525590551181
2007-04-01,Sacramento,2007,458785.75,4,CA,254.0,1806.2431102362204
2007-05-01,Sacramento,2007,459222.0,5,CA,254.0,1807.9606299212599
2007-06-01,Sacramento,2007,459658.25,6,CA,254.0,1809.6781496062993
2007-07-01,Sacramento,2007,460094.5,7,CA,254.0,1811.3956692913387
2007-08-01,Sacramento,2007,460530.75,8,CA,254.0,1813.1131889763778
2007-09-01,Sacramento,2007,460967.0,9,CA,254.0,1814.8307086614172
2007-10-01,Sacramento,2007,461403.25,10,CA,254.0,1816.5482283464567
2007-11-01,Sacramento,2007,461839.5,11,CA,254.0,1818.265748031496
2007-12-01,Sacramento,2007,462275.75,12,CA,254.0,1819.9832677165355
2008-01-01,Sacramento,2008,462712.0,1,CA,254.0,1821.7007874015749
2008-02-01,Sacramento,2008,463156.9166666667,2,CA,254.0,1823.4524278215224
2008-03-01,Sacramento,2008,463601.8333333333,3,CA,254.0,1825.2040682414697
2008-04-01,Sacramento,2008,464046.75,4,CA,254.0,1826.9557086614172
2008-05-01,Sacramento,2008,464491.6666666667,5,CA,254.0,1828.707349081365
2008-06-01,Sacramento,2008,464936.5833333333,6,CA,254.0,1830.4589895013123
2008-07-01,Sacramento,2008,465381.5,7,CA,254.0,1832.2106299212599
2008-08-01,Sacramento,2008,465826.4166666667,8,CA,254.0,1833.9622703412074
2008-09-01,Sacramento,2008,466271.3333333333,9,CA,254.0,1835.7139107611547
2008-10-01,Sacramento,2008,466716.25,10,CA,254.0,1837.4655511811025
2008-11-01,Sacramento,2008,467161.1666666667,11,CA,254.0,1839.21719160105
2008-12-01,Sacramento,2008,467606.0833333333,12,CA,254.0,1840.9688320209973
2009-01-01,Sacramento,2009,468051.0,1,CA,254.0,1842.7204724409448
2009-02-01,Sacramento,2009,467983.9166666667,2,CA,254.0,1842.4563648293963
2009-03-01,Sacramento,2009,467916.8333333333,3,CA,254.0,1842.1922572178478
2009-04-01,Sacramento,2009,467849.75,4,CA,254.0,1841.9281496062993
2009-05-01,Sacramento,2009,467782.6666666667,5,CA,254.0,1841.6640419947507
2009-06-01,Sacramento,2009,467715.5833333333,6,CA,254.0,1841.399934383202
2009-07-01,Sacramento,2009,467648.5,7,CA,254.0,1841.1358267716535
2009-08-01,Sacramento,2009,467581.4166666667,8,CA,254.0,1840.8717191601052
2009-09-01,Sacramento,2009,467514.3333333333,9,CA,254.0,1840.6076115485564
2009-10-01,Sacramento,2009,467447.25,10,CA,254.0,1840.3435039370079
2009-11-01,Sacramento,2009,467380.1666666667,11,CA,254.0,1840.0793963254594
2009-12-01,Sacramento,2009,467313.0833333333,12,CA,254.0,1839.8152887139106
2010-01-01,Sacramento,2010,467246.0,1,CA,254.0,1839.5511811023623
2010-02-01,Sacramento,2010,467541.1666666667,2,CA,254.0,1840.7132545931759
2010-03-01,Sacramento,2010,467836.3333333333,3,CA,254.0,1841.8753280839894
2010-04-01,Sacramento,2010,468131.5,4,CA,254.0,1843.0374015748032
2010-05-01,Sacramento,2010,468426.6666666667,5,CA,254.0,1844.199475065617
2010-06-01,Sacramento,2010,468721.8333333333,6,CA,254.0,1845.3615485564303
2010-07-01,Sacramento,2010,469017.0,7,CA,254.0,1846.523622047244
2010-08-01,Sacramento,2010,469312.1666666667,8,CA,254.0,1847.6856955380579
2010-09-01,Sacramento,2010,469607.3333333333,9,CA,254.0,1848.8477690288714
2010-10-01,Sacramento,2010,469902.5,10,CA,254.0,1850.009842519685
2010-11-01,Sacramento,2010,470197.6666666667,11,CA,254.0,1851.1719160104988
2010-12-01,Sacramento,2010,470492.8333333333,12,CA,254.0,1852.3339895013123
2000-01-01,Salem,2000,221.0,1,OR,118.0,1.8728813559322033
2000-02-01,Salem,2000,221.08333333333331,2,OR,118.0,1.8735875706214689
2000-03-01,Salem,2000,221.16666666666663,3,OR,118.0,1.8742937853107342
2000-04-01,Salem,2000,221.25,4,OR,118.0,1.875
2000-05-01,Salem,2000,221.33333333333331,5,OR,118.0,1.8757062146892653
2000-06-01,Salem,2000,221.41666666666663,6,OR,118.0,1.8764124293785307
2000-07-01,Salem,2000,221.5,7,OR,118.0,1.8771186440677967
2000-08-01,Salem,2000,221.58333333333331,8,OR,118.0,1.877824858757062
2000-09-01,Salem,2000,221.66666666666663,9,OR,118.0,1.8785310734463274
2000-10-01,Salem,2000,221.75,10,OR,118.0,1.8792372881355932
2000-11-01,Salem,2000,221.83333333333331,11,OR,118.0,1.8799435028248586
2000-12-01,Salem,2000,221.91666666666663,12,OR,118.0,1.880649717514124
2001-01-01,Salem,2001,222.0,1,OR,118.0,1.88135593220339
2001-02-01,Salem,2001,222.0,2,OR,118.0,1.88135593220339
2001-03-01,Salem,2001,222.0,3,OR,118.0,1.88135593220339
2001-04-01,Salem,2001,222.0,4,OR,118.0,1.88135593220339
2001-05-01,Salem,2001,222.0,5,OR,118.0,1.88135593220339
2001-06-01,Salem,2001,222.0,6,OR,118.0,1.88135593220339
2001-07-01,Salem,2001,222.0,7,OR,118.0,1.88135593220339
2001-08-01,Salem,2001,222.0,8,OR,118.0,1.88135593220339
2001-09-01,Salem,2001,222.0,9,OR,118.0,1.88135593220339
2001-10-01,Salem,2001,222.0,10,OR,118.0,1.88135593220339
2001-11-01,Salem,2001,222.0,11,OR,118.0,1.88135593220339
2001-12-01,Salem,2001,222.0,12,OR,118.0,1.88135593220339
2002-01-01,Salem,2002,222.0,1,OR,118.0,1.88135593220339
2002-02-01,Salem,2002,222.08333333333331,2,OR,118.0,1.8820621468926553
2002-03-01,Salem,2002,222.16666666666663,3,OR,118.0,1.8827683615819206
2002-04-01,Salem,2002,222.25,4,OR,118.0,1.8834745762711864
2002-05-01,Salem,2002,222.33333333333331,5,OR,118.0,1.8841807909604518
2002-06-01,Salem,2002,222.41666666666663,6,OR,118.0,1.8848870056497171
2002-07-01,Salem,2002,222.5,7,OR,118.0,1.8855932203389831
2002-08-01,Salem,2002,222.58333333333331,8,OR,118.0,1.8862994350282485
2002-09-01,Salem,2002,222.66666666666663,9,OR,118.0,1.8870056497175138
2002-10-01,Salem,2002,222.75,10,OR,118.0,1.8877118644067796
2002-11-01,Salem,2002,222.83333333333331,11,OR,118.0,1.888418079096045
2002-12-01,Salem,2002,222.91666666666663,12,OR,118.0,1.8891242937853103
2003-01-01,Salem,2003,223.0,1,OR,118.0,1.8898305084745763
2003-02-01,Salem,2003,223.0,2,OR,118.0,1.8898305084745763
2003-03-01,Salem,2003,223.0,3,OR,118.0,1.8898305084745763
2003-04-01,Salem,2003,223.0,4,OR,118.0,1.8898305084745763
2003-05-01,Salem,2003,223.0,5,OR,118.0,1.8898305084745763
2003-06-01,Salem,2003,223.0,6,OR,118.0,1.8898305084745763
2003-07-01,Salem,2003,223.0,7,OR,118.0,1.8898305084745763
2003-08-01,Salem,2003,223.0,8,OR,118.0,1.8898305084745763
2003-09-01,Salem,2003,223.0,9,OR,118.0,1.8898305084745763
2003-10-01,Salem,2003,223.0,10,OR,118.0,1.8898305084745763
2003-11-01,Salem,2003,223.0,11,OR,118.0,1.8898305084745763
2003-12-01,Salem,2003,223.0,12,OR,118.0,1.8898305084745763
2004-01-01,Salem,2004,223.0,1,OR,118.0,1.8898305084745763
2004-02-01,Salem,2004,223.25,2,OR,118.0,1.8919491525423728
2004-03-01,Salem,2004,223.5,3,OR,118.0,1.8940677966101696
2004-04-01,Salem,2004,223.75,4,OR,118.0,1.896186440677966
2004-05-01,Salem,2004,224.0,5,OR,118.0,1.8983050847457628
2004-06-01,Salem,2004,224.25,6,OR,118.0,1.9004237288135593
2004-07-01,Salem,2004,224.5,7,OR,118.0,1.902542372881356
2004-08-01,Salem,2004,224.75,8,OR,118.0,1.9046610169491525
2004-09-01,Salem,2004,225.0,9,OR,118.0,1.9067796610169492
2004-10-01,Salem,2004,225.25,10,OR,118.0,1.9088983050847457
2004-11-01,Salem,2004,225.5,11,OR,118.0,1.9110169491525424
2004-12-01,Salem,2004,225.75,12,OR,118.0,1.9131355932203389
2005-01-01,Salem,2005,226.0,1,OR,118.0,1.9152542372881356
2005-02-01,Salem,2005,226.08333333333331,2,OR,118.0,1.915960451977401
2005-03-01,Salem,2005,226.16666666666663,3,OR,118.0,1.9166666666666663
2005-04-01,Salem,2005,226.25,4,OR,118.0,1.9173728813559323
2005-05-01,Salem,2005,226.33333333333331,5,OR,118.0,1.9180790960451977
2005-06-01,Salem,2005,226.41666666666663,6,OR,118.0,1.918785310734463
2005-07-01,Salem,2005,226.5,7,OR,118.0,1.9194915254237288
2005-08-01,Salem,2005,226.58333333333331,8,OR,118.0,1.9201977401129942
2005-09-01,Salem,2005,226.66666666666663,9,OR,118.0,1.9209039548022595
2005-10-01,Salem,2005,226.75,10,OR,118.0,1.9216101694915255
2005-11-01,Salem,2005,226.83333333333331,11,OR,118.0,1.9223163841807909
2005-12-01,Salem,2005,226.91666666666663,12,OR,118.0,1.9230225988700562
2006-01-01,Salem,2006,227.0,1,OR,118.0,1.923728813559322
2006-02-01,Salem,2006,226.91666666666663,2,OR,118.0,1.9230225988700562
2006-03-01,Salem,2006,226.83333333333331,3,OR,118.0,1.9223163841807909
2006-04-01,Salem,2006,226.75,4,OR,118.0,1.9216101694915255
2006-05-01,Salem,2006,226.66666666666663,5,OR,118.0,1.9209039548022595
2006-06-01,Salem,2006,226.58333333333331,6,OR,118.0,1.9201977401129942
2006-07-01,Salem,2006,226.5,7,OR,118.0,1.9194915254237288
2006-08-01,Salem,2006,226.41666666666663,8,OR,118.0,1.918785310734463
2006-09-01,Salem,2006,226.33333333333331,9,OR,118.0,1.9180790960451977
2006-10-01,Salem,2006,226.25,10,OR,118.0,1.9173728813559323
2006-11-01,Salem,2006,226.16666666666663,11,OR,118.0,1.9166666666666663
2006-12-01,Salem,2006,226.08333333333331,12,OR,118.0,1.915960451977401
2007-01-01,Salem,2007,226.0,1,OR,118.0,1.9152542372881356
2007-02-01,Salem,2007,226.08333333333331,2,OR,118.0,1.915960451977401
2007-03-01,Salem,2007,226.16666666666663,3,OR,118.0,1.9166666666666663
2007-04-01,Salem,2007,226.25,4,OR,118.0,1.9173728813559323
2007-05-01,Salem,2007,226.33333333333331,5,OR,118.0,1.9180790960451977
2007-06-01,Salem,2007,226.41666666666663,6,OR,118.0,1.918785310734463
2007-07-01,Salem,2007,226.5,7,OR,118.0,1.9194915254237288
2007-08-01,Salem,2007,226.58333333333331,8,OR,118.0,1.9201977401129942
2007-09-01,Salem,2007,226.66666666666663,9,OR,118.0,1.9209039548022595
2007-10-01,Salem,2007,226.75,10,OR,118.0,1.9216101694915255
2007-11-01,Salem,2007,226.83333333333331,11,OR,118.0,1.9223163841807909
2007-12-01,Salem,2007,226.91666666666663,12,OR,118.0,1.9230225988700562
2008-01-01,Salem,2008,227.0,1,OR,118.0,1.923728813559322
2008-02-01,Salem,2008,227.0,2,OR,118.0,1.923728813559322
2008-03-01,Salem,2008,227.0,3,OR,118.0,1.923728813559322
2008-04-01,Salem,2008,227.0,4,OR,118.0,1.923728813559322
2008-05-01,Salem,2008,227.0,5,OR,118.0,1.923728813559322
2008-06-01,Salem,2008,227.0,6,OR,118.0,1.923728813559322
2008-07-01,Salem,2008,227.0,7,OR,118.0,1.923728813559322
2008-08-01,Salem,2008,227.0,8,OR,118.0,1.923728813559322
2008-09-01,Salem,2008,227.0,9,OR,118.0,1.923728813559322
2008-10-01,Salem,2008,227.0,10,OR,118.0,1.923728813559322
2008-11-01,Salem,2008,227.0,11,OR,118.0,1.923728813559322
2008-12-01,Salem,2008,227.0,12,OR,118.0,1.923728813559322
2009-01-01,Salem,2009,227.0,1,OR,118.0,1.923728813559322
2009-02-01,Salem,2009,225.08333333333331,2,OR,118.0,1.9074858757062145
2009-03-01,Salem,2009,223.16666666666663,3,OR,118.0,1.891242937853107
2009-04-01,Salem,2009,221.25,4,OR,118.0,1.875
2009-05-01,Salem,2009,219.33333333333331,5,OR,118.0,1.8587570621468925
2009-06-01,Salem,2009,217.41666666666663,6,OR,118.0,1.842514124293785
2009-07-01,Salem,2009,215.5,7,OR,118.0,1.826271186440678
2009-08-01,Salem,2009,213.58333333333331,8,OR,118.0,1.8100282485875705
2009-09-01,Salem,2009,211.66666666666663,9,OR,118.0,1.793785310734463
2009-10-01,Salem,2009,209.75,10,OR,118.0,1.777542372881356
2009-11-01,Salem,2009,207.83333333333331,11,OR,118.0,1.7612994350282485
2009-12-01,Salem,2009,205.91666666666663,12,OR,118.0,1.745056497175141
2010-01-01,Salem,2010,204.0,1,OR,118.0,1.728813559322034
2010-02-01,Salem,2010,204.0,2,OR,118.0,1.728813559322034
2010-03-01,Salem,2010,204.0,3,OR,118.0,1.728813559322034
2010-04-01,Salem,2010,204.0,4,OR,118.0,1.728813559322034
2010-05-01,Salem,2010,204.0,5,OR,118.0,1.728813559322034
2010-06-01,Salem,2010,204.0,6,OR,118.0,1.728813559322034
2010-07-01,Salem,2010,204.0,7,OR,118.0,1.728813559322034
2010-08-01,Salem,2010,204.0,8,OR,118.0,1.728813559322034
2010-09-01,Salem,2010,204.0,9,OR,118.0,1.728813559322034
2010-10-01,Salem,2010,204.0,10,OR,118.0,1.728813559322034
2010-11-01,Salem,2010,204.0,11,OR,118.0,1.728813559322034
2010-12-01,Salem,2010,204.0,12,OR,118.0,1.728813559322034
2000-01-01,Salt Lake City,2000,181740.0,1,UT,283.0,642.190812720848
2000-02-01,Salt Lake City,2000,181751.16666666663,2,UT,283.0,642.2302709069492
2000-03-01,Salt Lake City,2000,181762.3333333333,3,UT,283.0,642.2697290930506
2000-04-01,Salt Lake City,2000,181773.5,4,UT,283.0,642.309187279152
2000-05-01,Salt Lake City,2000,181784.66666666663,5,UT,283.0,642.3486454652531
2000-06-01,Salt Lake City,2000,181795.8333333333,6,UT,283.0,642.3881036513544
2000-07-01,Salt Lake City,2000,181807.0,7,UT,283.0,642.4275618374559
2000-08-01,Salt Lake City,2000,181818.16666666663,8,UT,283.0,642.467020023557
2000-09-01,Salt Lake City,2000,181829.3333333333,9,UT,283.0,642.5064782096583
2000-10-01,Salt Lake City,2000,181840.5,10,UT,283.0,642.5459363957597
2000-11-01,Salt Lake City,2000,181851.66666666663,11,UT,283.0,642.5853945818609
2000-12-01,Salt Lake City,2000,181862.8333333333,12,UT,283.0,642.6248527679622
2001-01-01,Salt Lake City,2001,181874.0,1,UT,283.0,642.6643109540636
2001-02-01,Salt Lake City,2001,181884.66666666663,2,UT,283.0,642.7020023557125
2001-03-01,Salt Lake City,2001,181895.3333333333,3,UT,283.0,642.7396937573616
2001-04-01,Salt Lake City,2001,181906.0,4,UT,283.0,642.7773851590106
2001-05-01,Salt Lake City,2001,181916.66666666663,5,UT,283.0,642.8150765606595
2001-06-01,Salt Lake City,2001,181927.3333333333,6,UT,283.0,642.8527679623086
2001-07-01,Salt Lake City,2001,181938.0,7,UT,283.0,642.8904593639576
2001-08-01,Salt Lake City,2001,181948.66666666663,8,UT,283.0,642.9281507656065
2001-09-01,Salt Lake City,2001,181959.3333333333,9,UT,283.0,642.9658421672556
2001-10-01,Salt Lake City,2001,181970.0,10,UT,283.0,643.0035335689046
2001-11-01,Salt Lake City,2001,181980.66666666663,11,UT,283.0,643.0412249705535
2001-12-01,Salt Lake City,2001,181991.3333333333,12,UT,283.0,643.0789163722026
2002-01-01,Salt Lake City,2002,182002.0,1,UT,283.0,643.1166077738516
2002-02-01,Salt Lake City,2002,181902.41666666663,2,UT,283.0,642.764723203769
2002-03-01,Salt Lake City,2002,181802.8333333333,3,UT,283.0,642.4128386336866
2002-04-01,Salt Lake City,2002,181703.25,4,UT,283.0,642.0609540636042
2002-05-01,Salt Lake City,2002,181603.66666666663,5,UT,283.0,641.7090694935216
2002-06-01,Salt Lake City,2002,181504.0833333333,6,UT,283.0,641.3571849234393
2002-07-01,Salt Lake City,2002,181404.5,7,UT,283.0,641.0053003533569
2002-08-01,Salt Lake City,2002,181304.91666666663,8,UT,283.0,640.6534157832743
2002-09-01,Salt Lake City,2002,181205.3333333333,9,UT,283.0,640.3015312131919
2002-10-01,Salt Lake City,2002,181105.75,10,UT,283.0,639.9496466431095
2002-11-01,Salt Lake City,2002,181006.16666666663,11,UT,283.0,639.597762073027
2002-12-01,Salt Lake City,2002,180906.5833333333,12,UT,283.0,639.2458775029446
2003-01-01,Salt Lake City,2003,180807.0,1,UT,283.0,638.8939929328621
2003-02-01,Salt Lake City,2003,180614.41666666663,2,UT,283.0,638.2134864546524
2003-03-01,Salt Lake City,2003,180421.8333333333,3,UT,283.0,637.5329799764428
2003-04-01,Salt Lake City,2003,180229.25,4,UT,283.0,636.8524734982332
2003-05-01,Salt Lake City,2003,180036.66666666666,5,UT,283.0,636.1719670200235
2003-06-01,Salt Lake City,2003,179844.08333333334,6,UT,283.0,635.4914605418139
2003-07-01,Salt Lake City,2003,179651.5,7,UT,283.0,634.8109540636042
2003-08-01,Salt Lake City,2003,179458.91666666666,8,UT,283.0,634.1304475853946
2003-09-01,Salt Lake City,2003,179266.33333333334,9,UT,283.0,633.4499411071849
2003-10-01,Salt Lake City,2003,179073.75,10,UT,283.0,632.7694346289753
2003-11-01,Salt Lake City,2003,178881.16666666666,11,UT,283.0,632.0889281507656
2003-12-01,Salt Lake City,2003,178688.58333333334,12,UT,283.0,631.408421672556
2004-01-01,Salt Lake City,2004,178496.0,1,UT,283.0,630.7279151943463
2004-02-01,Salt Lake City,2004,178464.08333333334,2,UT,283.0,630.6151354534747
2004-03-01,Salt Lake City,2004,178432.16666666666,3,UT,283.0,630.502355712603
2004-04-01,Salt Lake City,2004,178400.25,4,UT,283.0,630.3895759717315
2004-05-01,Salt Lake City,2004,178368.33333333334,5,UT,283.0,630.2767962308599
2004-06-01,Salt Lake City,2004,178336.41666666666,6,UT,283.0,630.1640164899882
2004-07-01,Salt Lake City,2004,178304.5,7,UT,283.0,630.0512367491166
2004-08-01,Salt Lake City,2004,178272.58333333334,8,UT,283.0,629.938457008245
2004-09-01,Salt Lake City,2004,178240.66666666666,9,UT,283.0,629.8256772673733
2004-10-01,Salt Lake City,2004,178208.75,10,UT,283.0,629.7128975265018
2004-11-01,Salt Lake City,2004,178176.83333333334,11,UT,283.0,629.6001177856302
2004-12-01,Salt Lake City,2004,178144.91666666666,12,UT,283.0,629.4873380447585
2005-01-01,Salt Lake City,2005,178113.0,1,UT,283.0,629.3745583038869
2005-02-01,Salt Lake City,2005,178186.75,2,UT,283.0,629.6351590106007
2005-03-01,Salt Lake City,2005,178260.5,3,UT,283.0,629.8957597173145
2005-04-01,Salt Lake City,2005,178334.25,4,UT,283.0,630.1563604240283
2005-05-01,Salt Lake City,2005,178408.0,5,UT,283.0,630.416961130742
2005-06-01,Salt Lake City,2005,178481.75,6,UT,283.0,630.6775618374559
2005-07-01,Salt Lake City,2005,178555.5,7,UT,283.0,630.9381625441696
2005-08-01,Salt Lake City,2005,178629.25,8,UT,283.0,631.1987632508834
2005-09-01,Salt Lake City,2005,178703.0,9,UT,283.0,631.4593639575971
2005-10-01,Salt Lake City,2005,178776.75,10,UT,283.0,631.719964664311
2005-11-01,Salt Lake City,2005,178850.5,11,UT,283.0,631.9805653710247
2005-12-01,Salt Lake City,2005,178924.25,12,UT,283.0,632.2411660777385
2006-01-01,Salt Lake City,2006,178998.0,1,UT,283.0,632.5017667844523
2006-02-01,Salt Lake City,2006,179007.33333333334,2,UT,283.0,632.5347467608952
2006-03-01,Salt Lake City,2006,179016.66666666666,3,UT,283.0,632.567726737338
2006-04-01,Salt Lake City,2006,179026.0,4,UT,283.0,632.6007067137809
2006-05-01,Salt Lake City,2006,179035.33333333334,5,UT,283.0,632.6336866902238
2006-06-01,Salt Lake City,2006,179044.66666666666,6,UT,283.0,632.6666666666666
2006-07-01,Salt Lake City,2006,179054.0,7,UT,283.0,632.6996466431095
2006-08-01,Salt Lake City,2006,179063.33333333334,8,UT,283.0,632.7326266195524
2006-09-01,Salt Lake City,2006,179072.66666666666,9,UT,283.0,632.7656065959952
2006-10-01,Salt Lake City,2006,179082.0,10,UT,283.0,632.7985865724381
2006-11-01,Salt Lake City,2006,179091.33333333334,11,UT,283.0,632.831566548881
2006-12-01,Salt Lake City,2006,179100.66666666666,12,UT,283.0,632.8645465253239
2007-01-01,Salt Lake City,2007,179110.0,1,UT,283.0,632.8975265017668
2007-02-01,Salt Lake City,2007,179240.16666666666,2,UT,283.0,633.3574793875147
2007-03-01,Salt Lake City,2007,179370.33333333334,3,UT,283.0,633.8174322732627
2007-04-01,Salt Lake City,2007,179500.5,4,UT,283.0,634.2773851590106
2007-05-01,Salt Lake City,2007,179630.66666666666,5,UT,283.0,634.7373380447585
2007-06-01,Salt Lake City,2007,179760.83333333334,6,UT,283.0,635.1972909305065
2007-07-01,Salt Lake City,2007,179891.0,7,UT,283.0,635.6572438162544
2007-08-01,Salt Lake City,2007,180021.16666666666,8,UT,283.0,636.1171967020023
2007-09-01,Salt Lake City,2007,180151.3333333333,9,UT,283.0,636.5771495877502
2007-10-01,Salt Lake City,2007,180281.5,10,UT,283.0,637.0371024734982
2007-11-01,Salt Lake City,2007,180411.66666666663,11,UT,283.0,637.497055359246
2007-12-01,Salt Lake City,2007,180541.8333333333,12,UT,283.0,637.9570082449941
2008-01-01,Salt Lake City,2008,180672.0,1,UT,283.0,638.416961130742
2008-02-01,Salt Lake City,2008,180824.75,2,UT,283.0,638.9567137809187
2008-03-01,Salt Lake City,2008,180977.5,3,UT,283.0,639.4964664310954
2008-04-01,Salt Lake City,2008,181130.25,4,UT,283.0,640.0362190812721
2008-05-01,Salt Lake City,2008,181283.0,5,UT,283.0,640.5759717314488
2008-06-01,Salt Lake City,2008,181435.75,6,UT,283.0,641.1157243816255
2008-07-01,Salt Lake City,2008,181588.5,7,UT,283.0,641.6554770318021
2008-08-01,Salt Lake City,2008,181741.25,8,UT,283.0,642.1952296819788
2008-09-01,Salt Lake City,2008,181894.0,9,UT,283.0,642.7349823321555
2008-10-01,Salt Lake City,2008,182046.75,10,UT,283.0,643.2747349823321
2008-11-01,Salt Lake City,2008,182199.5,11,UT,283.0,643.8144876325089
2008-12-01,Salt Lake City,2008,182352.25,12,UT,283.0,644.3542402826855
2009-01-01,Salt Lake City,2009,182505.0,1,UT,283.0,644.8939929328621
2009-02-01,Salt Lake City,2009,182850.0833333333,2,UT,283.0,646.1133686690223
2009-03-01,Salt Lake City,2009,183195.16666666663,3,UT,283.0,647.3327444051824
2009-04-01,Salt Lake City,2009,183540.25,4,UT,283.0,648.5521201413428
2009-05-01,Salt Lake City,2009,183885.3333333333,5,UT,283.0,649.7714958775028
2009-06-01,Salt Lake City,2009,184230.41666666663,6,UT,283.0,650.990871613663
2009-07-01,Salt Lake City,2009,184575.5,7,UT,283.0,652.2102473498234
2009-08-01,Salt Lake City,2009,184920.5833333333,8,UT,283.0,653.4296230859834
2009-09-01,Salt Lake City,2009,185265.66666666663,9,UT,283.0,654.6489988221435
2009-10-01,Salt Lake City,2009,185610.75,10,UT,283.0,655.8683745583039
2009-11-01,Salt Lake City,2009,185955.8333333333,11,UT,283.0,657.0877502944641
2009-12-01,Salt Lake City,2009,186300.91666666663,12,UT,283.0,658.3071260306241
2010-01-01,Salt Lake City,2010,186646.0,1,UT,283.0,659.5265017667845
2010-02-01,Salt Lake City,2010,186782.16666666663,2,UT,283.0,660.0076560659598
2010-03-01,Salt Lake City,2010,186918.3333333333,3,UT,283.0,660.4888103651354
2010-04-01,Salt Lake City,2010,187054.5,4,UT,283.0,660.969964664311
2010-05-01,Salt Lake City,2010,187190.66666666663,5,UT,283.0,661.4511189634864
2010-06-01,Salt Lake City,2010,187326.8333333333,6,UT,283.0,661.9322732626619
2010-07-01,Salt Lake City,2010,187463.0,7,UT,283.0,662.4134275618375
2010-08-01,Salt Lake City,2010,187599.16666666663,8,UT,283.0,662.8945818610129
2010-09-01,Salt Lake City,2010,187735.3333333333,9,UT,283.0,663.3757361601884
2010-10-01,Salt Lake City,2010,187871.5,10,UT,283.0,663.856890459364
2010-11-01,Salt Lake City,2010,188007.66666666663,11,UT,283.0,664.3380447585394
2010-12-01,Salt Lake City,2010,188143.8333333333,12,UT,283.0,664.8191990577149
2000-01-01,Santa Fe,2000,65580.0,1,NM,97.0,676.0824742268042
2000-02-01,Santa Fe,2000,65671.0,2,NM,97.0,677.020618556701
2000-03-01,Santa Fe,2000,65762.0,3,NM,97.0,677.9587628865979
2000-04-01,Santa Fe,2000,65853.0,4,NM,97.0,678.8969072164948
2000-05-01,Santa Fe,2000,65944.0,5,NM,97.0,679.8350515463917
2000-06-01,Santa Fe,2000,66035.0,6,NM,97.0,680.7731958762887
2000-07-01,Santa Fe,2000,66126.0,7,NM,97.0,681.7113402061856
2000-08-01,Santa Fe,2000,66217.0,8,NM,97.0,682.6494845360825
2000-09-01,Santa Fe,2000,66308.0,9,NM,97.0,683.5876288659794
2000-10-01,Santa Fe,2000,66399.0,10,NM,97.0,684.5257731958762
2000-11-01,Santa Fe,2000,66490.0,11,NM,97.0,685.4639175257732
2000-12-01,Santa Fe,2000,66581.0,12,NM,97.0,686.4020618556701
2001-01-01,Santa Fe,2001,66672.0,1,NM,97.0,687.340206185567
2001-02-01,Santa Fe,2001,66832.58333333333,2,NM,97.0,688.9957044673539
2001-03-01,Santa Fe,2001,66993.16666666667,3,NM,97.0,690.6512027491409
2001-04-01,Santa Fe,2001,67153.75,4,NM,97.0,692.3067010309278
2001-05-01,Santa Fe,2001,67314.33333333333,5,NM,97.0,693.9621993127147
2001-06-01,Santa Fe,2001,67474.91666666667,6,NM,97.0,695.6176975945018
2001-07-01,Santa Fe,2001,67635.5,7,NM,97.0,697.2731958762887
