date,population,year,month,city,abr,state_province
2013-01-01,737000.0,2013,1,Juneau,AK,Alaska
2013-02-01,737000.0,2013,2,Juneau,AK,Alaska
2013-03-01,737000.0,2013,3,Juneau,AK,Alaska
2013-04-01,737000.0,2013,4,Juneau,AK,Alaska
2013-05-01,737000.0,2013,5,Juneau,AK,Alaska
2013-06-01,737000.0,2013,6,Juneau,AK,Alaska
2013-07-01,737000.0,2013,7,Juneau,AK,Alaska
2013-08-01,737000.0,2013,8,Juneau,AK,Alaska
2013-09-01,737000.0,2013,9,Juneau,AK,Alaska
2013-10-01,737000.0,2013,10,Juneau,AK,Alaska
2013-11-01,737000.0,2013,11,Juneau,AK,Alaska
2013-12-01,737000.0,2013,12,Juneau,AK,Alaska
2014-01-01,737000.0,2014,1,Juneau,AK,Alaska
2014-02-01,737083.3333333334,2014,2,Juneau,AK,Alaska
2014-03-01,737166.6666666666,2014,3,Juneau,AK,Alaska
2014-04-01,737250.0,2014,4,Juneau,AK,Alaska
2014-05-01,737333.3333333334,2014,5,Juneau,AK,Alaska
2014-06-01,737416.6666666666,2014,6,Juneau,AK,Alaska
2014-07-01,737500.0,2014,7,Juneau,AK,Alaska
2014-08-01,737583.3333333334,2014,8,Juneau,AK,Alaska
2014-09-01,737666.6666666666,2014,9,Juneau,AK,Alaska
2014-10-01,737750.0,2014,10,Juneau,AK,Alaska
2014-11-01,737833.3333333334,2014,11,Juneau,AK,Alaska
2014-12-01,737916.6666666666,2014,12,Juneau,AK,Alaska
2015-01-01,738000.0,2015,1,Juneau,AK,Alaska
2015-02-01,738333.3333333334,2015,2,Juneau,AK,Alaska
2015-03-01,738666.6666666666,2015,3,Juneau,AK,Alaska
2015-04-01,739000.0,2015,4,Juneau,AK,Alaska
2015-05-01,739333.3333333334,2015,5,Juneau,AK,Alaska
2015-06-01,739666.6666666666,2015,6,Juneau,AK,Alaska
2015-07-01,740000.0,2015,7,Juneau,AK,Alaska
2015-08-01,740333.3333333334,2015,8,Juneau,AK,Alaska
2015-09-01,740666.6666666666,2015,9,Juneau,AK,Alaska
2015-10-01,741000.0,2015,10,Juneau,AK,Alaska
2015-11-01,741333.3333333334,2015,11,Juneau,AK,Alaska
2015-12-01,741666.6666666666,2015,12,Juneau,AK,Alaska
2016-01-01,742000.0,2016,1,Juneau,AK,Alaska
2016-02-01,741833.3333333334,2016,2,Juneau,AK,Alaska
2016-03-01,741666.6666666666,2016,3,Juneau,AK,Alaska
2016-04-01,741500.0,2016,4,Juneau,AK,Alaska
2016-05-01,741333.3333333334,2016,5,Juneau,AK,Alaska
2016-06-01,741166.6666666666,2016,6,Juneau,AK,Alaska
2016-07-01,741000.0,2016,7,Juneau,AK,Alaska
2016-08-01,740833.3333333334,2016,8,Juneau,AK,Alaska
2016-09-01,740666.6666666666,2016,9,Juneau,AK,Alaska
2016-10-01,740500.0,2016,10,Juneau,AK,Alaska
2016-11-01,740333.3333333334,2016,11,Juneau,AK,Alaska
2016-12-01,740166.6666666666,2016,12,Juneau,AK,Alaska
2017-01-01,740000.0,2017,1,Juneau,AK,Alaska
2017-02-01,739666.6666666666,2017,2,Juneau,AK,Alaska
2017-03-01,739333.3333333334,2017,3,Juneau,AK,Alaska
2017-04-01,739000.0,2017,4,Juneau,AK,Alaska
2017-05-01,738666.6666666666,2017,5,Juneau,AK,Alaska
2017-06-01,738333.3333333334,2017,6,Juneau,AK,Alaska
2017-07-01,738000.0,2017,7,Juneau,AK,Alaska
2017-08-01,737666.6666666666,2017,8,Juneau,AK,Alaska
2017-09-01,737333.3333333334,2017,9,Juneau,AK,Alaska
2017-10-01,737000.0,2017,10,Juneau,AK,Alaska
2017-11-01,736666.6666666666,2017,11,Juneau,AK,Alaska
2017-12-01,736333.3333333334,2017,12,Juneau,AK,Alaska
2018-01-01,736000.0,2018,1,Juneau,AK,Alaska
2018-02-01,735750.0,2018,2,Juneau,AK,Alaska
2018-03-01,735500.0,2018,3,Juneau,AK,Alaska
2018-04-01,735250.0,2018,4,Juneau,AK,Alaska
2018-05-01,735000.0,2018,5,Juneau,AK,Alaska
2018-06-01,734750.0,2018,6,Juneau,AK,Alaska
2018-07-01,734500.0,2018,7,Juneau,AK,Alaska
2018-08-01,734250.0,2018,8,Juneau,AK,Alaska
2018-09-01,734000.0,2018,9,Juneau,AK,Alaska
2018-10-01,733750.0,2018,10,Juneau,AK,Alaska
2018-11-01,733500.0,2018,11,Juneau,AK,Alaska
2018-12-01,733250.0,2018,12,Juneau,AK,Alaska
2019-01-01,733000.0,2019,1,Juneau,AK,Alaska
2019-02-01,732916.6666666666,2019,2,Juneau,AK,Alaska
2019-03-01,732833.3333333334,2019,3,Juneau,AK,Alaska
2019-04-01,732750.0,2019,4,Juneau,AK,Alaska
2019-05-01,732666.6666666666,2019,5,Juneau,AK,Alaska
2019-06-01,732583.3333333334,2019,6,Juneau,AK,Alaska
2019-07-01,732500.0,2019,7,Juneau,AK,Alaska
2019-08-01,732416.6666666666,2019,8,Juneau,AK,Alaska
2019-09-01,732333.3333333334,2019,9,Juneau,AK,Alaska
2019-10-01,732250.0,2019,10,Juneau,AK,Alaska
2019-11-01,732166.6666666666,2019,11,Juneau,AK,Alaska
2019-12-01,732083.3333333334,2019,12,Juneau,AK,Alaska
2020-01-01,732000.0,2020,1,Juneau,AK,Alaska
2020-02-01,732166.6666666666,2020,2,Juneau,AK,Alaska
2020-03-01,732333.3333333334,2020,3,Juneau,AK,Alaska
2020-04-01,732500.0,2020,4,Juneau,AK,Alaska
2020-05-01,732666.6666666666,2020,5,Juneau,AK,Alaska
2020-06-01,732833.3333333334,2020,6,Juneau,AK,Alaska
2020-07-01,733000.0,2020,7,Juneau,AK,Alaska
2020-08-01,733166.6666666666,2020,8,Juneau,AK,Alaska
2020-09-01,733333.3333333334,2020,9,Juneau,AK,Alaska
2020-10-01,733500.0,2020,10,Juneau,AK,Alaska
2020-11-01,733666.6666666666,2020,11,Juneau,AK,Alaska
2020-12-01,733833.3333333334,2020,12,Juneau,AK,Alaska
2021-01-01,734000.0,2021,1,Juneau,AK,Alaska
2021-02-01,733916.6666666666,2021,2,Juneau,AK,Alaska
2021-03-01,733833.3333333334,2021,3,Juneau,AK,Alaska
2021-04-01,733750.0,2021,4,Juneau,AK,Alaska
2021-05-01,733666.6666666666,2021,5,Juneau,AK,Alaska
2021-06-01,733583.3333333334,2021,6,Juneau,AK,Alaska
2021-07-01,733500.0,2021,7,Juneau,AK,Alaska
2021-08-01,733416.6666666666,2021,8,Juneau,AK,Alaska
2021-09-01,733333.3333333334,2021,9,Juneau,AK,Alaska
2021-10-01,733250.0,2021,10,Juneau,AK,Alaska
2021-11-01,733166.6666666666,2021,11,Juneau,AK,Alaska
2021-12-01,733083.3333333334,2021,12,Juneau,AK,Alaska
2022-01-01,733000.0,2022,1,Juneau,AK,Alaska
2022-02-01,733000.0,2022,2,Juneau,AK,Alaska
2022-03-01,733000.0,2022,3,Juneau,AK,Alaska
2022-04-01,733000.0,2022,4,Juneau,AK,Alaska
2022-05-01,733000.0,2022,5,Juneau,AK,Alaska
2022-06-01,733000.0,2022,6,Juneau,AK,Alaska
2022-07-01,733000.0,2022,7,Juneau,AK,Alaska
2022-08-01,733000.0,2022,8,Juneau,AK,Alaska
2022-09-01,733000.0,2022,9,Juneau,AK,Alaska
2022-10-01,733000.0,2022,10,Juneau,AK,Alaska
2022-11-01,733000.0,2022,11,Juneau,AK,Alaska
2022-12-01,733000.0,2022,12,Juneau,AK,Alaska
2023-01-01,733000.0,2023,1,Juneau,AK,Alaska
2000-01-01,5160000.0,2000,1,Phoenix,AZ,Arizona
2000-02-01,5169416.666666667,2000,2,Phoenix,AZ,Arizona
2000-03-01,5178833.333333333,2000,3,Phoenix,AZ,Arizona
2000-04-01,5188250.0,2000,4,Phoenix,AZ,Arizona
2000-05-01,5197666.666666667,2000,5,Phoenix,AZ,Arizona
2000-06-01,5207083.333333333,2000,6,Phoenix,AZ,Arizona
2000-07-01,5216500.0,2000,7,Phoenix,AZ,Arizona
2000-08-01,5225916.666666667,2000,8,Phoenix,AZ,Arizona
2000-09-01,5235333.333333333,2000,9,Phoenix,AZ,Arizona
2000-10-01,5244750.0,2000,10,Phoenix,AZ,Arizona
2000-11-01,5254166.666666667,2000,11,Phoenix,AZ,Arizona
2000-12-01,5263583.333333333,2000,12,Phoenix,AZ,Arizona
2001-01-01,5273000.0,2001,1,Phoenix,AZ,Arizona
2001-02-01,5283250.0,2001,2,Phoenix,AZ,Arizona
2001-03-01,5293500.0,2001,3,Phoenix,AZ,Arizona
2001-04-01,5303750.0,2001,4,Phoenix,AZ,Arizona
2001-05-01,5314000.0,2001,5,Phoenix,AZ,Arizona
2001-06-01,5324250.0,2001,6,Phoenix,AZ,Arizona
2001-07-01,5334500.0,2001,7,Phoenix,AZ,Arizona
2001-08-01,5344750.0,2001,8,Phoenix,AZ,Arizona
2001-09-01,5355000.0,2001,9,Phoenix,AZ,Arizona
2001-10-01,5365250.0,2001,10,Phoenix,AZ,Arizona
2001-11-01,5375500.0,2001,11,Phoenix,AZ,Arizona
2001-12-01,5385750.0,2001,12,Phoenix,AZ,Arizona
2002-01-01,5396000.0,2002,1,Phoenix,AZ,Arizona
2002-02-01,5405500.0,2002,2,Phoenix,AZ,Arizona
2002-03-01,5415000.0,2002,3,Phoenix,AZ,Arizona
2002-04-01,5424500.0,2002,4,Phoenix,AZ,Arizona
2002-05-01,5434000.0,2002,5,Phoenix,AZ,Arizona
2002-06-01,5443500.0,2002,6,Phoenix,AZ,Arizona
2002-07-01,5453000.0,2002,7,Phoenix,AZ,Arizona
2002-08-01,5462500.0,2002,8,Phoenix,AZ,Arizona
2002-09-01,5472000.0,2002,9,Phoenix,AZ,Arizona
2002-10-01,5481500.0,2002,10,Phoenix,AZ,Arizona
2002-11-01,5491000.0,2002,11,Phoenix,AZ,Arizona
2002-12-01,5500500.0,2002,12,Phoenix,AZ,Arizona
2003-01-01,5510000.0,2003,1,Phoenix,AZ,Arizona
2003-02-01,5521833.333333333,2003,2,Phoenix,AZ,Arizona
2003-03-01,5533666.666666667,2003,3,Phoenix,AZ,Arizona
2003-04-01,5545500.0,2003,4,Phoenix,AZ,Arizona
2003-05-01,5557333.333333333,2003,5,Phoenix,AZ,Arizona
2003-06-01,5569166.666666667,2003,6,Phoenix,AZ,Arizona
2003-07-01,5581000.0,2003,7,Phoenix,AZ,Arizona
2003-08-01,5592833.333333333,2003,8,Phoenix,AZ,Arizona
2003-09-01,5604666.666666667,2003,9,Phoenix,AZ,Arizona
2003-10-01,5616500.0,2003,10,Phoenix,AZ,Arizona
2003-11-01,5628333.333333333,2003,11,Phoenix,AZ,Arizona
2003-12-01,5640166.666666667,2003,12,Phoenix,AZ,Arizona
2004-01-01,5652000.0,2004,1,Phoenix,AZ,Arizona
2004-02-01,5667583.333333333,2004,2,Phoenix,AZ,Arizona
2004-03-01,5683166.666666667,2004,3,Phoenix,AZ,Arizona
2004-04-01,5698750.0,2004,4,Phoenix,AZ,Arizona
2004-05-01,5714333.333333333,2004,5,Phoenix,AZ,Arizona
2004-06-01,5729916.666666667,2004,6,Phoenix,AZ,Arizona
2004-07-01,5745500.0,2004,7,Phoenix,AZ,Arizona
2004-08-01,5761083.333333333,2004,8,Phoenix,AZ,Arizona
2004-09-01,5776666.666666667,2004,9,Phoenix,AZ,Arizona
2004-10-01,5792250.0,2004,10,Phoenix,AZ,Arizona
2004-11-01,5807833.333333333,2004,11,Phoenix,AZ,Arizona
2004-12-01,5823416.666666667,2004,12,Phoenix,AZ,Arizona
2005-01-01,5839000.0,2005,1,Phoenix,AZ,Arizona
2005-02-01,5854833.333333333,2005,2,Phoenix,AZ,Arizona
2005-03-01,5870666.666666667,2005,3,Phoenix,AZ,Arizona
2005-04-01,5886500.0,2005,4,Phoenix,AZ,Arizona
2005-05-01,5902333.333333333,2005,5,Phoenix,AZ,Arizona
2005-06-01,5918166.666666667,2005,6,Phoenix,AZ,Arizona
2005-07-01,5934000.0,2005,7,Phoenix,AZ,Arizona
2005-08-01,5949833.333333333,2005,8,Phoenix,AZ,Arizona
2005-09-01,5965666.666666667,2005,9,Phoenix,AZ,Arizona
2005-10-01,5981500.0,2005,10,Phoenix,AZ,Arizona
2005-11-01,5997333.333333333,2005,11,Phoenix,AZ,Arizona
2005-12-01,6013166.666666667,2005,12,Phoenix,AZ,Arizona
2006-01-01,6029000.0,2006,1,Phoenix,AZ,Arizona
2006-02-01,6040500.0,2006,2,Phoenix,AZ,Arizona
2006-03-01,6052000.0,2006,3,Phoenix,AZ,Arizona
2006-04-01,6063500.0,2006,4,Phoenix,AZ,Arizona
2006-05-01,6075000.0,2006,5,Phoenix,AZ,Arizona
2006-06-01,6086500.0,2006,6,Phoenix,AZ,Arizona
2006-07-01,6098000.0,2006,7,Phoenix,AZ,Arizona
2006-08-01,6109500.0,2006,8,Phoenix,AZ,Arizona
2006-09-01,6121000.0,2006,9,Phoenix,AZ,Arizona
2006-10-01,6132500.0,2006,10,Phoenix,AZ,Arizona
2006-11-01,6144000.0,2006,11,Phoenix,AZ,Arizona
2006-12-01,6155500.0,2006,12,Phoenix,AZ,Arizona
2007-01-01,6167000.0,2007,1,Phoenix,AZ,Arizona
2007-02-01,6176416.666666667,2007,2,Phoenix,AZ,Arizona
2007-03-01,6185833.333333333,2007,3,Phoenix,AZ,Arizona
2007-04-01,6195250.0,2007,4,Phoenix,AZ,Arizona
2007-05-01,6204666.666666667,2007,5,Phoenix,AZ,Arizona
2007-06-01,6214083.333333333,2007,6,Phoenix,AZ,Arizona
2007-07-01,6223500.0,2007,7,Phoenix,AZ,Arizona
2007-08-01,6232916.666666667,2007,8,Phoenix,AZ,Arizona
2007-09-01,6242333.333333333,2007,9,Phoenix,AZ,Arizona
2007-10-01,6251750.0,2007,10,Phoenix,AZ,Arizona
2007-11-01,6261166.666666667,2007,11,Phoenix,AZ,Arizona
2007-12-01,6270583.333333333,2007,12,Phoenix,AZ,Arizona
2008-01-01,6280000.0,2008,1,Phoenix,AZ,Arizona
2008-02-01,6285250.0,2008,2,Phoenix,AZ,Arizona
2008-03-01,6290500.0,2008,3,Phoenix,AZ,Arizona
2008-04-01,6295750.0,2008,4,Phoenix,AZ,Arizona
2008-05-01,6301000.0,2008,5,Phoenix,AZ,Arizona
2008-06-01,6306250.0,2008,6,Phoenix,AZ,Arizona
2008-07-01,6311500.0,2008,7,Phoenix,AZ,Arizona
2008-08-01,6316750.0,2008,8,Phoenix,AZ,Arizona
2008-09-01,6322000.0,2008,9,Phoenix,AZ,Arizona
2008-10-01,6327250.0,2008,10,Phoenix,AZ,Arizona
2008-11-01,6332500.0,2008,11,Phoenix,AZ,Arizona
2008-12-01,6337750.0,2008,12,Phoenix,AZ,Arizona
2009-01-01,6343000.0,2009,1,Phoenix,AZ,Arizona
2009-02-01,6348333.333333333,2009,2,Phoenix,AZ,Arizona
2009-03-01,6353666.666666667,2009,3,Phoenix,AZ,Arizona
2009-04-01,6359000.0,2009,4,Phoenix,AZ,Arizona
2009-05-01,6364333.333333333,2009,5,Phoenix,AZ,Arizona
2009-06-01,6369666.666666667,2009,6,Phoenix,AZ,Arizona
2009-07-01,6375000.0,2009,7,Phoenix,AZ,Arizona
2009-08-01,6380333.333333333,2009,8,Phoenix,AZ,Arizona
2009-09-01,6385666.666666667,2009,9,Phoenix,AZ,Arizona
2009-10-01,6391000.0,2009,10,Phoenix,AZ,Arizona
2009-11-01,6396333.333333333,2009,11,Phoenix,AZ,Arizona
2009-12-01,6401666.666666667,2009,12,Phoenix,AZ,Arizona
2010-01-01,6407000.0,2010,1,Phoenix,AZ,Arizona
2010-02-01,6412500.0,2010,2,Phoenix,AZ,Arizona
2010-03-01,6418000.0,2010,3,Phoenix,AZ,Arizona
2010-04-01,6423500.0,2010,4,Phoenix,AZ,Arizona
2010-05-01,6429000.0,2010,5,Phoenix,AZ,Arizona
2010-06-01,6434500.0,2010,6,Phoenix,AZ,Arizona
2010-07-01,6440000.0,2010,7,Phoenix,AZ,Arizona
2010-08-01,6445500.0,2010,8,Phoenix,AZ,Arizona
2010-09-01,6451000.0,2010,9,Phoenix,AZ,Arizona
2010-10-01,6456500.0,2010,10,Phoenix,AZ,Arizona
2010-11-01,6462000.0,2010,11,Phoenix,AZ,Arizona
2010-12-01,6467500.0,2010,12,Phoenix,AZ,Arizona
2011-01-01,6473000.0,2011,1,Phoenix,AZ,Arizona
2011-02-01,6479916.666666667,2011,2,Phoenix,AZ,Arizona
2011-03-01,6486833.333333333,2011,3,Phoenix,AZ,Arizona
2011-04-01,6493750.0,2011,4,Phoenix,AZ,Arizona
2011-05-01,6500666.666666667,2011,5,Phoenix,AZ,Arizona
2011-06-01,6507583.333333333,2011,6,Phoenix,AZ,Arizona
2011-07-01,6514500.0,2011,7,Phoenix,AZ,Arizona
2011-08-01,6521416.666666667,2011,8,Phoenix,AZ,Arizona
2011-09-01,6528333.333333333,2011,9,Phoenix,AZ,Arizona
2011-10-01,6535250.0,2011,10,Phoenix,AZ,Arizona
2011-11-01,6542166.666666667,2011,11,Phoenix,AZ,Arizona
2011-12-01,6549083.333333333,2011,12,Phoenix,AZ,Arizona
2012-01-01,6556000.0,2012,1,Phoenix,AZ,Arizona
2012-02-01,6562500.0,2012,2,Phoenix,AZ,Arizona
2012-03-01,6569000.0,2012,3,Phoenix,AZ,Arizona
2012-04-01,6575500.0,2012,4,Phoenix,AZ,Arizona
2012-05-01,6582000.0,2012,5,Phoenix,AZ,Arizona
2012-06-01,6588500.0,2012,6,Phoenix,AZ,Arizona
2012-07-01,6595000.0,2012,7,Phoenix,AZ,Arizona
2012-08-01,6601500.0,2012,8,Phoenix,AZ,Arizona
2012-09-01,6608000.0,2012,9,Phoenix,AZ,Arizona
2012-10-01,6614500.0,2012,10,Phoenix,AZ,Arizona
2012-11-01,6621000.0,2012,11,Phoenix,AZ,Arizona
2012-12-01,6627500.0,2012,12,Phoenix,AZ,Arizona
2013-01-01,6634000.0,2013,1,Phoenix,AZ,Arizona
2013-02-01,6642166.666666667,2013,2,Phoenix,AZ,Arizona
2013-03-01,6650333.333333333,2013,3,Phoenix,AZ,Arizona
2013-04-01,6658500.0,2013,4,Phoenix,AZ,Arizona
2013-05-01,6666666.666666667,2013,5,Phoenix,AZ,Arizona
2013-06-01,6674833.333333333,2013,6,Phoenix,AZ,Arizona
2013-07-01,6683000.0,2013,7,Phoenix,AZ,Arizona
2013-08-01,6691166.666666667,2013,8,Phoenix,AZ,Arizona
2013-09-01,6699333.333333333,2013,9,Phoenix,AZ,Arizona
2013-10-01,6707500.0,2013,10,Phoenix,AZ,Arizona
2013-11-01,6715666.666666667,2013,11,Phoenix,AZ,Arizona
2013-12-01,6723833.333333333,2013,12,Phoenix,AZ,Arizona
2014-01-01,6732000.0,2014,1,Phoenix,AZ,Arizona
2014-02-01,6740333.333333333,2014,2,Phoenix,AZ,Arizona
2014-03-01,6748666.666666667,2014,3,Phoenix,AZ,Arizona
2014-04-01,6757000.0,2014,4,Phoenix,AZ,Arizona
2014-05-01,6765333.333333333,2014,5,Phoenix,AZ,Arizona
2014-06-01,6773666.666666667,2014,6,Phoenix,AZ,Arizona
2014-07-01,6782000.0,2014,7,Phoenix,AZ,Arizona
2014-08-01,6790333.333333333,2014,8,Phoenix,AZ,Arizona
2014-09-01,6798666.666666667,2014,9,Phoenix,AZ,Arizona
2014-10-01,6807000.0,2014,10,Phoenix,AZ,Arizona
2014-11-01,6815333.333333333,2014,11,Phoenix,AZ,Arizona
2014-12-01,6823666.666666667,2014,12,Phoenix,AZ,Arizona
2015-01-01,6832000.0,2015,1,Phoenix,AZ,Arizona
2015-02-01,6841333.333333333,2015,2,Phoenix,AZ,Arizona
2015-03-01,6850666.666666667,2015,3,Phoenix,AZ,Arizona
2015-04-01,6860000.0,2015,4,Phoenix,AZ,Arizona
2015-05-01,6869333.333333333,2015,5,Phoenix,AZ,Arizona
2015-06-01,6878666.666666667,2015,6,Phoenix,AZ,Arizona
2015-07-01,6888000.0,2015,7,Phoenix,AZ,Arizona
2015-08-01,6897333.333333333,2015,8,Phoenix,AZ,Arizona
2015-09-01,6906666.666666667,2015,9,Phoenix,AZ,Arizona
2015-10-01,6916000.0,2015,10,Phoenix,AZ,Arizona
2015-11-01,6925333.333333333,2015,11,Phoenix,AZ,Arizona
2015-12-01,6934666.666666667,2015,12,Phoenix,AZ,Arizona
2016-01-01,6944000.0,2016,1,Phoenix,AZ,Arizona
2016-02-01,6952666.666666667,2016,2,Phoenix,AZ,Arizona
2016-03-01,6961333.333333333,2016,3,Phoenix,AZ,Arizona
2016-04-01,6970000.0,2016,4,Phoenix,AZ,Arizona
2016-05-01,6978666.666666667,2016,5,Phoenix,AZ,Arizona
2016-06-01,6987333.333333333,2016,6,Phoenix,AZ,Arizona
2016-07-01,6996000.0,2016,7,Phoenix,AZ,Arizona
2016-08-01,7004666.666666667,2016,8,Phoenix,AZ,Arizona
2016-09-01,7013333.333333333,2016,9,Phoenix,AZ,Arizona
2016-10-01,7022000.0,2016,10,Phoenix,AZ,Arizona
2016-11-01,7030666.666666667,2016,11,Phoenix,AZ,Arizona
2016-12-01,7039333.333333333,2016,12,Phoenix,AZ,Arizona
2017-01-01,7048000.0,2017,1,Phoenix,AZ,Arizona
2017-02-01,7057666.666666667,2017,2,Phoenix,AZ,Arizona
2017-03-01,7067333.333333333,2017,3,Phoenix,AZ,Arizona
2017-04-01,7077000.0,2017,4,Phoenix,AZ,Arizona
2017-05-01,7086666.666666667,2017,5,Phoenix,AZ,Arizona
2017-06-01,7096333.333333333,2017,6,Phoenix,AZ,Arizona
2017-07-01,7106000.0,2017,7,Phoenix,AZ,Arizona
2017-08-01,7115666.666666667,2017,8,Phoenix,AZ,Arizona
2017-09-01,7125333.333333333,2017,9,Phoenix,AZ,Arizona
2017-10-01,7135000.0,2017,10,Phoenix,AZ,Arizona
2017-11-01,7144666.666666667,2017,11,Phoenix,AZ,Arizona
2017-12-01,7154333.333333333,2017,12,Phoenix,AZ,Arizona
2018-01-01,7164000.0,2018,1,Phoenix,AZ,Arizona
2018-02-01,7174583.333333333,2018,2,Phoenix,AZ,Arizona
2018-03-01,7185166.666666667,2018,3,Phoenix,AZ,Arizona
2018-04-01,7195750.0,2018,4,Phoenix,AZ,Arizona
2018-05-01,7206333.333333333,2018,5,Phoenix,AZ,Arizona
2018-06-01,7216916.666666667,2018,6,Phoenix,AZ,Arizona
2018-07-01,7227500.0,2018,7,Phoenix,AZ,Arizona
2018-08-01,7238083.333333333,2018,8,Phoenix,AZ,Arizona
2018-09-01,7248666.666666667,2018,9,Phoenix,AZ,Arizona
2018-10-01,7259250.0,2018,10,Phoenix,AZ,Arizona
2018-11-01,7269833.333333333,2018,11,Phoenix,AZ,Arizona
2018-12-01,7280416.666666667,2018,12,Phoenix,AZ,Arizona
2019-01-01,7291000.0,2019,1,Phoenix,AZ,Arizona
2019-02-01,7282250.0,2019,2,Phoenix,AZ,Arizona
2019-03-01,7273500.0,2019,3,Phoenix,AZ,Arizona
2019-04-01,7264750.0,2019,4,Phoenix,AZ,Arizona
2019-05-01,7256000.0,2019,5,Phoenix,AZ,Arizona
2019-06-01,7247250.0,2019,6,Phoenix,AZ,Arizona
2019-07-01,7238500.0,2019,7,Phoenix,AZ,Arizona
2019-08-01,7229750.0,2019,8,Phoenix,AZ,Arizona
2019-09-01,7221000.0,2019,9,Phoenix,AZ,Arizona
2019-10-01,7212250.0,2019,10,Phoenix,AZ,Arizona
2019-11-01,7203500.0,2019,11,Phoenix,AZ,Arizona
2019-12-01,7194750.0,2019,12,Phoenix,AZ,Arizona
2020-01-01,7186000.0,2020,1,Phoenix,AZ,Arizona
2020-02-01,7193166.666666667,2020,2,Phoenix,AZ,Arizona
2020-03-01,7200333.333333333,2020,3,Phoenix,AZ,Arizona
2020-04-01,7207500.0,2020,4,Phoenix,AZ,Arizona
2020-05-01,7214666.666666667,2020,5,Phoenix,AZ,Arizona
2020-06-01,7221833.333333333,2020,6,Phoenix,AZ,Arizona
2020-07-01,7229000.0,2020,7,Phoenix,AZ,Arizona
2020-08-01,7236166.666666667,2020,8,Phoenix,AZ,Arizona
2020-09-01,7243333.333333333,2020,9,Phoenix,AZ,Arizona
2020-10-01,7250500.0,2020,10,Phoenix,AZ,Arizona
2020-11-01,7257666.666666667,2020,11,Phoenix,AZ,Arizona
2020-12-01,7264833.333333333,2020,12,Phoenix,AZ,Arizona
2021-01-01,7272000.0,2021,1,Phoenix,AZ,Arizona
2021-02-01,7279750.0,2021,2,Phoenix,AZ,Arizona
2021-03-01,7287500.0,2021,3,Phoenix,AZ,Arizona
2021-04-01,7295250.0,2021,4,Phoenix,AZ,Arizona
2021-05-01,7303000.0,2021,5,Phoenix,AZ,Arizona
2021-06-01,7310750.0,2021,6,Phoenix,AZ,Arizona
2021-07-01,7318500.0,2021,7,Phoenix,AZ,Arizona
2021-08-01,7326250.0,2021,8,Phoenix,AZ,Arizona
2021-09-01,7334000.0,2021,9,Phoenix,AZ,Arizona
2021-10-01,7341750.0,2021,10,Phoenix,AZ,Arizona
2021-11-01,7349500.0,2021,11,Phoenix,AZ,Arizona
2021-12-01,7357250.0,2021,12,Phoenix,AZ,Arizona
2022-01-01,7365000.0,2022,1,Phoenix,AZ,Arizona
2022-02-01,7370500.0,2022,2,Phoenix,AZ,Arizona
2022-03-01,7376000.0,2022,3,Phoenix,AZ,Arizona
2022-04-01,7381500.0,2022,4,Phoenix,AZ,Arizona
2022-05-01,7387000.0,2022,5,Phoenix,AZ,Arizona
2022-06-01,7392500.0,2022,6,Phoenix,AZ,Arizona
2022-07-01,7398000.0,2022,7,Phoenix,AZ,Arizona
2022-08-01,7403500.0,2022,8,Phoenix,AZ,Arizona
2022-09-01,7409000.0,2022,9,Phoenix,AZ,Arizona
2022-10-01,7414500.0,2022,10,Phoenix,AZ,Arizona
2022-11-01,7420000.0,2022,11,Phoenix,AZ,Arizona
2022-12-01,7425500.0,2022,12,Phoenix,AZ,Arizona
2023-01-01,7431000.0,2023,1,Phoenix,AZ,Arizona
2000-01-01,2678000.0,2000,1,Little Rock,AR,Arkansas
2000-02-01,2679083.3333333335,2000,2,Little Rock,AR,Arkansas
2000-03-01,2680166.6666666665,2000,3,Little Rock,AR,Arkansas
2000-04-01,2681250.0,2000,4,Little Rock,AR,Arkansas
2000-05-01,2682333.3333333335,2000,5,Little Rock,AR,Arkansas
2000-06-01,2683416.6666666665,2000,6,Little Rock,AR,Arkansas
2000-07-01,2684500.0,2000,7,Little Rock,AR,Arkansas
2000-08-01,2685583.3333333335,2000,8,Little Rock,AR,Arkansas
2000-09-01,2686666.6666666665,2000,9,Little Rock,AR,Arkansas
2000-10-01,2687750.0,2000,10,Little Rock,AR,Arkansas
2000-11-01,2688833.3333333335,2000,11,Little Rock,AR,Arkansas
2000-12-01,2689916.6666666665,2000,12,Little Rock,AR,Arkansas
2001-01-01,2691000.0,2001,1,Little Rock,AR,Arkansas
2001-02-01,2692166.6666666665,2001,2,Little Rock,AR,Arkansas
2001-03-01,2693333.3333333335,2001,3,Little Rock,AR,Arkansas
2001-04-01,2694500.0,2001,4,Little Rock,AR,Arkansas
2001-05-01,2695666.6666666665,2001,5,Little Rock,AR,Arkansas
2001-06-01,2696833.3333333335,2001,6,Little Rock,AR,Arkansas
2001-07-01,2698000.0,2001,7,Little Rock,AR,Arkansas
2001-08-01,2699166.6666666665,2001,8,Little Rock,AR,Arkansas
2001-09-01,2700333.3333333335,2001,9,Little Rock,AR,Arkansas
2001-10-01,2701500.0,2001,10,Little Rock,AR,Arkansas
2001-11-01,2702666.6666666665,2001,11,Little Rock,AR,Arkansas
